track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,artist_popularity,artist_followers
Speak To A Girl,Tim McGraw & Faith Hill,spotify:track:421ebjYqaIXEG2KloTbXlH,0.466,0.504,1,-7.456,1,0.0396,0.641,0,0.226,0.222,151.719,232160,3,38.88852,12,1,77,4538628
Locked Away,R. City Featuring Adam Levine,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.508,0.677,1,-5.696,1,0.0656,0.328,0,0.0491,0.575,121.928,227280,5,23.51259,12,1,74,943044
Just The Way You Are,Bruno Mars,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,220733,4,52.64084,12,1,90,27196202
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,spotify:track:7nD9nN3jord9wWcfW3Gkcm,0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,4,39.51711,10,1,77,15420295
Stress,Tycho,spotify:track:5xH6Pxtmd85ld7ceeYovKF,0.476,0.56,3,-11.969,1,0.0311,0.444,0.915,0.0881,0.239,166.021,305299,4,40.19668,15,0,65,584779
Live In Love,Times Of Grace,spotify:track:65ONb3flqPpPRmq3MJd3bo,0.351,0.981,4,-3.443,0,0.0888,8.88e-06,0.00191,0.17,0.448,174.014,229787,3,69.14693,9,0,39,53633
Star Of The Show,Thomas Rhett,spotify:track:63OQWdXMq0Pe6pRpWY5gO0,0.695,0.641,7,-5.807,1,0.0261,0.142,0,0.131,0.664,101.974,181200,4,30.26245,8,1,80,3580681
Let's Get It On,Hammerfall,spotify:track:5JK9I7KlRFxo7bHN4StOo2,0.442,0.983,0,-2.414,1,0.13,0.000249,0.000228,0.332,0.195,165.022,245773,4,31.93476,10,0,61,417237
Never Going Back Again,Glee Cast,spotify:track:1qFc3A0HbtUc8WU0ObJSsH,0.528,0.446,1,-8.665,1,0.0337,0.582,0.0157,0.11,0.742,175.979,134200,4,33.79264,4,1,81,1294079
Cadaverous Carnival,The Petulant,spotify:track:3T9jgDuaRlrDuraRNoN55C,0.201,0.95,6,-6.182,0,0.163,0.000108,0.83,0.0866,0.0572,100.011,356232,4,30.41593,11,0,0,94
HEAVY,Dean Blunt,spotify:track:0sCV5SGElhIptbEo1dk6wZ,0.24,0.746,5,-5.328,1,0.0393,2.6e-05,0.673,0.296,0.22,61.085,118520,5,44.39213,5,0,50,45055
Yeah,Joe Nichols,spotify:track:43lL05gZ1DqG4YJ74rCPmM,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,231027,4,20.86467,8,1,62,538493
Georgia Clay,Josh Kelley,spotify:track:26AGhzVb4qXRy1QBMR7lzG,0.612,0.737,6,-5.051,1,0.033,0.048,0,0.191,0.512,106.871,183760,4,39.60919,9,1,42,31221
Sing,Ed Sheeran,spotify:track:6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,235382,4,40.32916,11,1,93,71310894
Cannibal Holocaust,Necrophagia,spotify:track:7gRLzMJjmznThICB8eXdZK,0.0752,0.88,1,-3.107,1,0.065,3.36e-05,0.77,0.151,0.0396,173.601,383587,4,26.0234,13,0,23,10557
Mad Butcher,Destruction,spotify:track:4Rs4Ctmp9IcxksO87dk7xN,0.415,0.997,2,-3.031,1,0.0708,1.47e-06,0.836,0.158,0.558,96.49,225267,4,30.08713,10,0,43,165894
Litty,Meek Mill Featuring Tory Lanez,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,0.592,0.701,10,-4.014,0,0.0858,0.0451,0,0.327,0.282,129.501,280615,4,46.22037,13,1,88,7792844
Just Came For The Music,Billy Kenny,spotify:track:28rFqLIV8tXfyR9rzPoCLI,0.808,0.933,9,-7.726,1,0.0413,0.000732,0.804,0.36,0.8,124.004,250645,4,32.86917,11,0,43,39387
Frick Park Market,Mac Miller,spotify:track:2Y0kKL90NsxMNAHqvTuhps,0.593,0.809,6,-5.643,1,0.0597,0.0225,0,0.293,0.227,156.125,197559,4,41.0453,7,1,87,4967487
Professor Trap,Joey Trap,spotify:track:0OBa4QzELV9wajnoxcQJMp,0.84,0.679,1,-6.728,1,0.157,0.0286,0,0.0819,0.399,96.521,127414,4,87.72124,5,0,62,497975
Body Party,Ciara,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2,-6.299,1,0.0563,0.0143,0,0.602,0.12,133.973,234040,4,29.51655,11,1,75,4585460
One That Got Away,Michael Ray,spotify:track:2TLDilmv1UmRTfyb7f2Hrx,0.565,0.825,10,-4.245,1,0.0417,0.00303,0,0.0779,0.609,160.003,218733,4,36.98271,12,1,61,305486
Beachin',Jake Owen,spotify:track:5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,191040,4,36.7654,10,1,70,1465381
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,spotify:track:2dwoqUYTy6SOy1dFqcTndC,0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,202067,4,106.20801,6,1,80,6645225
Ooh La,The Kooks,spotify:track:6qWUtUtexTpwXJhCPFTxTr,0.544,0.874,10,-5.129,0,0.0813,0.0245,0.000199,0.125,0.779,150.934,211680,4,33.3698,10,0,72,1964770
Metal Drums,Black Asteroid,spotify:track:1hEheAdQ5jPdpbNqYjGAEG,0.794,0.907,8,-10.168,0,0.05,9.47e-05,0.921,0.115,0.0363,130.017,230203,4,30.65733,13,0,19,3624
Tamuno,JFC,spotify:track:7yGXpkDnLEr5iaOVbU4MRM,0.634,0.462,9,-6.674,1,0.0301,0.478,6.9e-06,0.0736,0.349,147.897,298031,3,42.20437,13,0,14,280
Neon,Chris Young,spotify:track:575wNG8uXiF5jjaSdWqdxZ,0.6,0.599,0,-6.102,1,0.0276,0.401,0,0.102,0.496,99.05,224160,4,46.66338,13,1,71,1997280
Kill This Love,BLACKPINK,spotify:track:18PergoIrGmRyeYxnaXJN2,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4,15.44425,12,1,94,16102637
Mama Said,Lukas Graham,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,0.712,0.799,7,-4.564,0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,206903,4,50.32548,10,1,78,1728540
Slow Hands,Niall Horan,spotify:track:2cOUlop2ZakjOKe4WinesN,0.735,0.425,0,-6.648,1,0.0466,0.011,0,0.055,0.848,85.894,188174,4,15.92744,10,1,83,6110458
Look What You Made Me Do,Taylor Swift,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4,45.37819,10,1,95,33209760
Good Life,G-Eazy & Kehlani,spotify:track:1Eck97uRMlprKOOJN9oO1E,0.565,0.771,1,-5.22,1,0.213,0.00464,0,0.0568,0.573,168.385,225526,4,34.38491,11,1,85,8629245
Love Embers And Flame,Jackie Gleason,spotify:track:3JRUFyuwMF6QHqXdCSpx1v,0.143,0.155,8,-18.096,1,0.0364,0.946,0.907,0.179,0.0758,83.553,215173,4,26.16145,11,0,44,12119
"Riding The Snake - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:6wmznLCL35OVO4ccewSYyx,0.305,0.959,1,-8.931,1,0.0907,7.24e-06,0.143,0.498,0.143,119.655,267987,4,16.41468,12,0,58,627300
Fugitive Air,of Montreal,spotify:track:72o5GKc9jmiCTex2MPPoAI,0.418,0.896,0,-4.127,1,0.0315,0.00078,0.0664,0.243,0.679,122.066,253413,4,44.7669,11,0,57,238595
Full Metal Jacket,Yellowman,spotify:track:6FblkEAGym7CdY5fzW8iNT,0.806,0.479,9,-15.315,1,0.185,0.00277,0,0.0886,0.427,179.536,226413,4,34.66924,13,0,52,123371
God's Country,Blake Shelton,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4,45.34767,11,1,78,5358755
Black Metal Is Alive II,Abrasion,spotify:track:7fJrYuXOHKeqq4Dh1MB6st,0.166,0.481,9,-15.164,1,0.065,0.941,0.0163,0.366,0.0807,125.784,270968,3,92.53586,9,0,0,41
Butterfly Effect,Travis Scott,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958,190557,4,49.80792,11,1,96,13232222
Dilbar,Neha Kakkar,spotify:track:0Ms1V2flsPzr2bVqImelCB,0.725,0.912,9,-3.665,0,0.0851,0.155,7.68e-05,0.107,0.674,104.054,184433,4,85.66173,6,0,78,15303361
Don't Mind,Kent Jones,spotify:track:27PmvZoffODNFW2p7ehZTQ,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.69,158.777,198237,4,43.46154,8,1,57,105452
I Want You,DJ Isaac,spotify:track:67l1rBGrnkh7642qmpWE3K,0.634,0.895,1,-4.445,1,0.216,0.0389,0.264,0.18,0.0935,150.057,190400,4,36.23743,10,0,57,52641
Tears in the Rain,Hans Zimmer,spotify:track:6bHjk4FudnJpUEz1PGs1YS,0.193,0.306,0,-17.996,1,0.0429,0.654,0.859,0.0822,0.0316,116.493,130544,3,28.12524,7,0,80,2268374
"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",Mika Singh,spotify:track:16NMvEYAus3qS1czInNNZl,0.818,0.972,2,-3.276,1,0.0802,0.318,3.72e-06,0.875,0.668,110.036,206913,4,28.92565,9,0,77,4663331
Forgotten,Somewhere Off Jazz Street,spotify:track:2tdocYv2igbQr7HCsgStOM,0.314,0.388,1,-12.941,1,0.0389,0.165,0.146,0.0935,0.202,174.823,243728,4,61.53732,9,0,16,1268
What Do You Mean?,Justin Bieber,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,46.74352,8,1,96,38856468
Halfway Gone,Lifehouse,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,0.543,0.919,1,-4.831,0,0.0415,0.000449,0,0.243,0.498,125.022,195307,4,29.23962,8,1,70,1514254
El Cerrito Place,Kenny Chesney,spotify:track:13JngJc6J0ykO7Pq0gin35,0.596,0.503,4,-7.606,1,0.0272,0.13,0,0.0754,0.262,134.032,351613,4,56.92775,12,1,77,3179806
"Woofer (feat. Snoop Dogg, Zora Randhawa & Nargis Fakhri)",Dr Zeus,spotify:track:3cvMKd8PNsfNyyXtxWil9o,0.889,0.879,6,-4.475,0,0.294,0.172,0,0.792,0.752,96.016,172360,4,28.54325,10,0,86,6782739
Believe (Plié),Nate Fifield,spotify:track:3TSY3QD9tEN1TrN6BfdWjY,0.321,0.1,4,-21.575,1,0.0308,0.976,0.885,0.105,0.0895,81.683,217382,4,43.4238,11,0,58,9132
Blooddawn,Marduk,spotify:track:6yfUlQIGYDDA5FoK8Vl9mg,0.0669,0.987,1,-4.875,0,0.106,1.03e-06,0.582,0.329,0.0342,186.27,259467,4,33.57361,15,0,45,134960
A New Beginning,Alexandre Desplat,spotify:track:3wI1iRjhNoGWAwXswtXUcS,0.171,0.0253,3,-29.88,1,0.0465,0.391,0.827,0.118,0.0366,116.105,99240,4,34.67464,6,0,71,230927
7 Years,Lukas Graham,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237300,4,20.92116,11,1,78,1728540
TKO,Justin Timberlake,spotify:track:5mIqtDBiw3rqMxsJc4UVM6,0.611,0.678,3,-6.723,0,0.243,0.00701,8.43e-06,0.431,0.493,137.864,424147,4,57.85421,14,1,84,9801887
Lemonade,Gucci Mane,spotify:track:6rUcS9i07F6okIe8wujs5J,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,246013,4,25.59049,11,1,84,3501452
Can You Feel My Heart,Varien,spotify:track:4cuBQhxCjoXW9EX2UqeQwo,0.258,0.747,4,-4.857,0,0.0417,0.00689,1.2e-06,0.37,0.321,120.619,232201,4,32.46553,10,0,54,61925
Le perv,Carpenter Brut,spotify:track:1coJ1H1FiEZG93naXkOsNF,0.537,0.911,5,-3.964,1,0.0478,1.06e-05,0.853,0.662,0.388,120.036,256000,4,32.4271,13,0,63,258975
I Bet My Life,Imagine Dragons,spotify:track:15DrrIod12Tc2IoMaHiwlQ,0.553,0.657,1,-8.219,1,0.0405,0.335,0.000648,0.228,0.555,107.889,192707,4,47.16484,7,1,90,30491725
Defibrylacja,Butterfly Trajectory,spotify:track:0FZltgGB5zWC5U2usAVLw3,0.551,0.676,8,-6.443,1,0.0411,0.00232,0.81,0.12,0.24,139.993,514003,3,169.99079,21,0,0,68
Almost Is Never Enough,Ariana Grande & Nathan Sykes,spotify:track:63bo7NDoWdMFXufhsYOxwG,0.323,0.327,2,-7.494,1,0.0411,0.824,0,0.101,0.335,81.329,327773,4,34.46544,17,1,95,52483495
Spring Can Really Hang You Up The Most,Bill Charlap Trio,spotify:track:1Rx7TVIX8t9pZFJdLq0vvY,0.386,0.0481,2,-25.336,0,0.04,0.934,0.852,0.101,0.0714,148.305,474787,3,31.8825,22,0,52,7882
ZEZE,Kodak Black Featuring Travis Scott & Offset,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4,30.67626,10,1,96,21297194
Un-Thinkable (I'm Ready),Alicia Keys,spotify:track:4JOP8ELK6AaeySe7sKe996,0.595,0.507,7,-7.892,1,0.0618,0.732,1.97e-05,0.106,0.337,86.099,249240,4,61.56228,11,1,84,8011706
"Wandering Illusions for Sheng, Clarinet, Violin, Viola, Cello and Piano (2016): V. Wood, Water and Metal",Xiaoyong Chen,spotify:track:1bi3ZusxiZ8ZGMQnQZQ2LL,0.269,0.0482,5,-26.968,1,0.066,0.337,0.812,0.321,0.0735,164.591,262036,3,33.49141,15,0,0,34
Happy,Pharrell Williams,spotify:track:60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,48.79719,9,1,83,3308899
Cheap Thrills,Sia Featuring Sean Paul,spotify:track:3S4px9f4lceWdKf0gWciFu,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,22.2156,10,1,89,17635178
Violence - Original Mix,Grimes,spotify:track:1Rr3ELmKFgoMiDwB1HYbvW,0.533,0.9,5,-4.972,0,0.0495,0.00143,0.0982,0.129,0.0779,99.994,220617,4,43.15146,8,0,73,1255659
The Pure and the Damned,Oneohtrix Point Never,spotify:track:29CQl42Yv6jBUrVgbq35jr,0.258,0.191,11,-15.52,1,0.0341,0.359,0.805,0.0831,0.0394,103.286,269462,5,42.67801,12,0,68,1193726
Hung Up,The Assist,spotify:track:1ITVog2coWAiXGV3n1tyDT,0.742,0.495,0,-6.571,1,0.032,0.0114,0.000261,0.0782,0.366,119.993,273800,4,43.15277,9,0,10,1832
That's A Rack,Lil Uzi Vert,spotify:track:4pCEIQ6wBVuaJdER5bALtO,0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,236571,4,27.47193,13,1,92,9977522
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",spotify:track:0tdCy39PgWN8LFWu34ORn3,0.845,0.399,1,-7.509,1,0.309,0.00525,0.74,0.102,0.148,143.049,257600,4,54.14155,11,1,92,16941964
Outta My Head,Craig Campbell,spotify:track:389JMtmedq5MLhikWghmzw,0.681,0.747,6,-5.731,0,0.0329,0.0571,2.12e-06,0.171,0.282,106.977,212960,4,31.09676,10,1,54,246919
"It's A Man's, Man's Man's World",Glee Cast,spotify:track:5LpDo0jI2zArdHXrHnKf8m,0.645,0.375,3,-6.138,0,0.0279,0.729,2.16e-05,0.102,0.534,81.027,176413,3,21.93168,6,1,81,1294079
Boo'd Up,Ella Mai,spotify:track:0At2qAoaVjIwWNAqrscXli,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,256064,4,23.49649,12,1,77,3116380
Too Drunk to Fuck,Frau Doktor,spotify:track:0mEv4zjFAWZl1OyzYLQucp,0.553,0.891,7,-8.329,1,0.032,0.0659,0.000349,0.162,0.931,172.109,193747,4,33.854,12,0,21,2208
Illusion Of Time,Black Metal Raccoons,spotify:track:6S9AeyLvGBNvtjoxqkW2Cq,0.483,0.914,7,-6.497,1,0.0506,5.5e-06,0.865,0.135,0.264,130.008,281206,4,24.08287,12,0,4,258
Ik haat Jazz - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:1ntqPFzbMG25zl38pvgn4S,0.396,0.936,4,-4.436,0,0.0709,2.85e-05,0.27,0.647,0.17,85.001,147173,4,74.05515,6,0,31,7761
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,spotify:track:7jKUnzzOGhAlPjr7LkIUlE,0.796,0.467,11,-6.293,1,0.34,0.202,3.32e-05,0.206,0.4,179.974,173760,3,19.58389,10,1,90,21526022
The Second Time Around,Thad Jones,spotify:track:5l8uIvSV1J8HlN8odaQ8wq,0.311,0.182,7,-15.126,1,0.0344,0.931,0.00902,0.111,0.0868,114.819,339293,4,34.56995,19,0,49,55553
One In A Million,Ne-Yo,spotify:track:03ZtlmARAMWhAgZSIs6Fes,0.763,0.794,11,-6.078,1,0.0364,0.122,2.86e-06,0.327,0.65,99.999,243227,4,36.80657,7,1,82,5584689
I Really Like You,Carly Rae Jepsen,spotify:track:0PGLRTN0X6DrXh645WJCIY,0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63e-05,0.215,0.599,122.121,204773,4,25.40985,9,1,76,4307732
Diamond Teeth Samurai,YoungBoy Never Broke Again,spotify:track:1k7KigfkZh2Xb6khqV1a0K,0.799,0.659,10,-5.593,0,0.272,0.00451,0,0.13,0.256,177.957,162488,4,64.74552,6,1,88,5676535
I Hate U I Love U,gnash Featuring Olivia O'Brien,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,4,69.38227,8,1,78,2721620
Campus Fashion - Acoustic,Tipling Rock,spotify:track:2zB9vnfZWYGZ5oHefWBMa6,0.504,0.37,4,-10.897,1,0.0363,0.66,2.98e-06,0.125,0.434,145.086,209970,4,23.12104,8,0,57,60748
I Took A Pill In Ibiza,Mike Posner,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933,4,58.59378,7,1,76,1220456
Body 2 Body,Ace Hood Featuring Chris Brown,spotify:track:2aDsxXzs55S9I7THzNoHdD,0.603,0.82,1,-4.587,0,0.0566,0.00252,0,0.178,0.561,152.057,235307,4,38.41955,14,1,92,13722641
Of Mind - Nocturne,TesseracT,spotify:track:7khQrdng5Zj4bkpS7sQr17,0.573,0.923,11,-5.509,0,0.0634,0.000267,0.000259,0.051,0.445,130.005,350307,3,47.65464,15,0,54,210896
Good Vibrations,Glee Cast,spotify:track:7x9TjeSywHXoyy3DJTRacA,0.753,0.975,7,-4.621,1,0.104,0.00223,0.001,0.0229,0.585,122.001,253333,4,18.97935,12,1,81,1294079
Songbird,Glee Cast,spotify:track:3GZuofjHU2nu8kcifVt1SY,0.32,0.0622,5,-10.938,1,0.039,0.964,1.2e-06,0.0867,0.393,183.497,198147,4,25.73379,13,1,81,1294079
Feel This Moment,Pitbull Featuring Christina Aguilera,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,229507,4,50.36144,10,1,86,13511352
Let Me Down Easy,Billy Currington,spotify:track:1tZ5C8zI326sIB4kBErdmC,0.606,0.497,1,-5.005,1,0.0278,0.361,0,0.106,0.18,125.059,228493,4,43.72122,11,1,71,1868921
Attention,Charlie Puth,spotify:track:5cF0dROlMOK5uNZtivgu50,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4,28.8881,8,1,84,11620693
My Shining Hour,Bill Charlap Trio,spotify:track:0eiwMNwPyUosYVrIAb048w,0.523,0.515,8,-15.417,1,0.0759,0.63,0.739,0.769,0.845,94.455,449987,4,30.49434,18,0,52,7882
Tusa,Karol G & Nicki Minaj,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,21.19106,10,1,92,31657257
Chloe (You're The One I Want),Emblem3,spotify:track:036GQb6SETOJJG8BxJTNxc,0.71,0.925,0,-3.329,1,0.0359,0.039,0,0.127,0.93,118.024,222987,4,32.96246,9,1,48,263086
Bond of Blood,Grand Magus,spotify:track:4tJ5v2BOJhJpcgqOXnHNVL,0.471,0.951,8,-6.836,1,0.045,0.000164,0.000131,0.293,0.385,103.489,285467,3,31.19914,15,0,38,37022
Blinding Lights,The Weeknd,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,33.1221,9,1,96,25241546
Heart of Steel (Metal Heart),Kerion,spotify:track:2gewPleA99y88ziB8eo3PO,0.172,0.916,0,-3.865,1,0.137,0.00617,1.59e-06,0.301,0.326,160.094,328347,4,24.79605,12,0,15,3750
Staring - Acoustic,Tipling Rock,spotify:track:52N0IV8hLVkRmnpFclmCzK,0.58,0.388,0,-8.512,0,0.059,0.74,0,0.108,0.611,74.851,196500,4,26.66052,7,0,57,60748
Shut It Down,Pitbull Featuring Akon,spotify:track:6r9uMZ7NBaMO1ovylcJZI4,0.754,0.693,9,-6.483,0,0.0844,0.0059,1.59e-06,0.0515,0.411,128.062,226093,4,39.51867,12,1,86,10468825
Arms,Christina Perri,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,261213,4,26.27237,12,1,76,2723495
High Spirits - Original Mix,The Sura Quintet,spotify:track:4AIATsCIspm8f8EUFuOSFO,0.458,0.476,0,-11.668,0,0.0373,0.674,0.654,0.107,0.897,172.055,329303,4,22.68993,12,0,34,2089
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,spotify:track:0ERbK7qVqveCaBWIiYCrl3,0.635,0.713,11,-6.909,1,0.0937,0.228,0,0.0506,0.749,179.864,204701,4,42.64419,13,1,93,45074173
Hit The Quan,iLoveMemphis,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.741,0.488,8,-8.253,1,0.362,0.000235,0,0.0488,0.625,160.018,181081,4,36.40139,11,1,52,103924
Sakura Trees,Saib,spotify:track:3F0mcxksBp33QrL6oyjvLN,0.643,0.56,0,-7.295,1,0.0354,0.204,0.197,0.0908,0.521,79.986,99997,4,51.78426,5,0,67,87953
(I Know) A Girl Called Jonny,Rowland S. Howard,spotify:track:1lU9JPt5Gq8bSRZbh0o4I8,0.604,0.557,9,-7.939,1,0.0303,0.0757,0.376,0.113,0.21,107.038,231373,4,30.63433,13,0,37,23940
This Beat - Bass-Line Mix,Agent K,spotify:track:5IFV5xQtSpEIjbpzLTzS2T,0.732,0.774,4,-5.92,1,0.0432,0.000318,0.227,0.0371,0.24,130.02,258000,4,42.93224,12,0,16,896
Autumn Breeze,Paul Bley,spotify:track:5k2dDqdo0KGburbQu5xSSJ,0.437,0.331,9,-12.41,0,0.0458,0.983,0.794,0.153,0.48,121.959,189813,4,77.29617,11,0,34,10176
Forever Reign,Holy Communion Instrumental Duo,spotify:track:0EYVmSd2ecMLKlw7QtdgVJ,0.481,0.101,0,-17.057,1,0.0496,0.983,0.907,0.118,0.229,136.708,318070,4,50.95235,13,0,39,3445
Billy,6ix9ine,spotify:track:5KhFaq45chTw8RGfWo8T8J,0.764,0.711,4,-3.818,0,0.288,0.175,0,0.105,0.774,90.076,112667,4,30.03713,7,1,84,5916988
Kelly Price,Migos Featuring Travis Scott,spotify:track:204U3zjm9kkzX25Pr4Rdld,0.745,0.685,4,-5.7,0,0.0313,0.53,0,0.176,0.437,121.977,363934,4,48.72336,14,1,96,24119459
Agni's Dynasty - Fire I,Fabulae Dramatis,spotify:track:70rpkPVOXZzEvu4Bc9lpGW,0.449,0.898,5,-4.968,0,0.115,0.00122,0.0013,0.127,0.0595,104.875,248827,4,44.03954,9,0,1,103
"Paisa Note (From ""Comali"")",Hiphop Tamizha,spotify:track:6FXKnyOJBnwQYzxDfcTd8i,0.658,0.94,2,-5.647,1,0.218,0.198,0.000107,0.17,0.772,161.117,184637,4,36.35436,11,0,65,1353923
That's What I Like,Bruno Mars,spotify:track:41845KfPUpg17FYYw0lKYg,0.851,0.556,1,-4.98,1,0.0417,0.0125,0,0.0873,0.843,134.031,204773,4,50.23271,9,1,90,27196202
Everglades,Mason Jennings,spotify:track:5ySISL5AcZ5uS5t7HtRVZh,0.518,0.57,5,-8.188,0,0.0296,0.818,0.191,0.117,0.548,137.77,269911,4,24.82913,8,0,47,53556
Wanna Be That Song,Brett Eldredge,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.518,0.686,9,-4.911,1,0.0313,0.114,0,0.114,0.334,144.065,236227,4,39.24516,7,1,69,1193223
Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,spotify:track:6O10oTtZIZ4DkkUqyfCbrR,0.351,0.956,7,-1.996,1,0.245,0.0949,0,0.226,0.446,83.655,176875,4,34.25767,7,1,86,12228143
STOOPID,6ix9ine Featuring Bobby Shmurda,spotify:track:1KWLyoPChJrBQFscO8NW8D,0.724,0.685,3,-4.068,0,0.321,0.114,0,0.1,0.862,150.016,143250,4,50.46649,8,1,84,6896253
Don't,Ed Sheeran,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,18.72527,11,1,96,110167362
What If,Jason Derulo,spotify:track:4IBuAtdsM6psUgfhHgoy4e,0.429,0.757,1,-2.912,1,0.0306,0.14,0,0.144,0.538,82.517,203240,4,26.86186,11,1,91,8356417
Confound Games,Destruction,spotify:track:4CA1GRHgFwskxkL67T18pv,0.285,0.989,3,-3.348,1,0.216,2.22e-05,0.758,0.0843,0.453,160.387,291467,4,67.12676,13,0,43,165894
Type Of Way,Rich Homie Quan,spotify:track:07sOl7WsmCaUqaJaRn9Dss,0.846,0.497,6,-10.174,0,0.419,0.146,0,0.0733,0.796,134.875,261321,4,29.4101,14,1,71,2231246
Feel Good (feat. Khruangbin),Maribou State,spotify:track:3PURbsY67tLMyausOABtit,0.566,0.757,4,-8.37,0,0.0355,0.328,0.84,0.396,0.403,102.016,267201,4,48.86812,10,0,74,961941
Feeling Punk - Asle Remix,Todd Terry,spotify:track:4FAtIWDJCvuVP62gcTDRtq,0.739,0.772,4,-10.172,1,0.09,0.00126,0.708,0.0751,0.699,122.997,345854,4,97.5751,8,0,59,43231
Doin' What She Likes,Blake Shelton,spotify:track:1MDogqDrStFSO9cdUTUFem,0.581,0.767,10,-6.28,1,0.0406,0.157,0,0.278,0.832,152.011,222613,4,23.50314,13,1,78,5358755
Keep Me In Mind,Zac Brown Band,spotify:track:7zNM46fo01dCBidY4yGNTZ,0.684,0.715,6,-6.132,1,0.0336,0.159,0,0.181,0.563,96.018,214107,4,31.29447,10,1,77,2360746
